106	0.02384549
107	0.02290831
108	0.02192481
109	0.02280943
110	0.02273917
111	0.02286934
112	0.02345619
113	0.02452268
114	0.02464766
115	0.02510857
116	0.02522607
117	0.02505941
118	0.02587594
119	0.02555289
120	0.02508127
121	0.02596218
122	0.02586415
123	0.02570102
124	0.026408
125	0.0263567
126	0.02616968
127	0.0261111
128	0.02617157
129	0.02614403
130	0.02614184
131	0.02619013
132	0.02674647
133	0.02643077
134	0.02658278
135	0.02631606
136	0.02643821
137	0.02615384
138	0.02654565
139	0.02635619
140	0.02642744
141	0.02664023
142	0.02634976
143	0.02637308
144	0.02649434
145	0.02663443
146	0.02701366
147	0.02664495
148	0.02687464
149	0.02675553
150	0.02683289
151	0.0267283
152	0.02717983
153	0.02641303
154	0.02653833
155	0.02664065
156	0.02748036
