Evaluation of a Population with size 30, on Track "Track1", using the following GA operators: 
Selection: DefaultSelectionOperator
Recombination: RandomRecombination
Mutation: MutateAllButBestTwo
FitnessCalculation: DefaultFitnessCalculation

1	0.004074163
2	0.006281863
3	0.006114285
4	0.006264545
5	0.006176375
6	0.006325857
7	0.006328914
8	0.006317304
9	0.007425025
10	0.007711579
11	0.007206925
12	0.02259517
13	0.02250328
14	0.007569144
15	0.02341796
16	0.0235159
17	0.02332031
18	0.02332068
19	0.02415567
20	0.02344584
21	0.02402706
22	0.02332592
23	0.02269065
24	0.02379305
25	0.0233229
26	0.02268915
27	0.02379817
28	0.02332921
29	0.02268933
30	0.02332817
31	0.02332819
32	0.0233284
33	0.02332841
34	0.02332874
35	0.02332724
36	0.02332579
37	0.02332602
38	0.02332626
39	0.02332623
40	0.02362891
41	0.02370036
42	0.02370445
43	0.02370473
44	0.02370475
45	0.02370444
46	0.02370463
47	0.02370443
48	0.02370461
49	0.02370443
50	0.02370456
51	0.02370475
52	0.02370477
53	0.02370474
54	0.02370443
55	0.02370436
56	0.02370438
57	0.02370429
58	0.02370435
59	0.02370429
60	0.02370435
61	0.02370431
62	0.02405474
63	0.02400759
64	0.02388988
65	0.02400504
66	0.02388982
67	0.02389
68	0.02388987
69	0.0244034
70	0.02389616
71	0.02445021
72	0.02402184
73	0.02444978
74	0.02431842
75	0.02418491
76	0.02418122
77	0.02418157
78	0.02418177
79	0.02418178
80	0.02418189
81	0.02419493
82	0.02419791
83	0.02419795
84	0.02446303
85	0.02426911
86	0.02455944
87	0.0242318
88	0.02451798
89	0.02421764
90	0.02420052
91	0.02420039
92	0.02420081
93	0.02420094
94	0.02420087
95	0.02420096
96	0.02420463
97	0.02420644
98	0.02420616
99	0.02420494
100	0.02420645
101	0.02420801
